name,address,link
Brihaspati Vidyasadan School,"Kathmandu,   Brihaspati Vidyasadan Naxal",https://nepalschoolmela.com/bvs
Nisarga Batika School,"Kathmandu,   Rabibhawan",https://nepalschoolmela.com/nisargaschool
Genius IB World School,"Lalitpur,   Mahalaxmi Municipality Lubhu – 8",https://nepalschoolmela.com/geniusschool
Him Rashmi High School,"Kathmandu,   Tarakeshwor-9,",https://nepalschoolmela.com/himrashmischool
Venus Public School,"Kathmandu,   Gokarneshwor-8, Jorpati",https://nepalschoolmela.com/venusschool
"Nava Arunima Secondary School, Arubari","Kathmandu,   Arubari",https://nepalschoolmela.com/navataraschool
East Pole Secondary School,"Kathmandu,   Jorpati, Gokarneshwor - 0",https://nepalschoolmela.com/eastpoleschool
Shankar National English Secondary School,"Bhaktapur,   Suryabinayak-04/Dadhikot",https://nepalschoolmela.com/shankarschool
Padmodaya Secondary School,"Kavrepalanchok,   Ramshah Path, Pradarsani Marga",https://nepalschoolmela.com/padmodayaschool
Cosmic International Academy,"Kathmandu,   Koteshwor, near Bhatbhateni",https://nepalschoolmela.com/cosmicschool
Navodit School,"Kathmandu,   Kapurdhara, Samakhusi",https://nepalschoolmela.com/navoditschool
KASKI MODERNIZED ACADEMY,"Kaski,   B.P. Marga, Chauthe, 14-Pokhara",https://nepalschoolmela.com/kaskimodernize
Elixir Academy,"Kathmandu,   Kharibot, Kumariga",https://nepalschoolmela.com/elixiracademy
Jubilant Secondary School,"Kathmandu,",https://nepalschoolmela.com/jubilantschool
Advance International Model Secondary School,"Lalitpur,",https://nepalschoolmela.com/advanceschool
Bidhya Sagar English Boarding School,"Kathmandu,",https://nepalschoolmela.com/bidhyaschool
Durbar High School,"Kathmandu,   Ranipokhari, Kathmandu",https://nepalschoolmela.com/durbarschool
Maitri School,"Kathmandu,",https://nepalschoolmela.com/maitrischool
Viswa Niketan Secondary School,"Kathmandu,   Tripureshwar",https://nepalschoolmela.com/viswaniketan
Gurukul Academy,"Dang,  Ghorahi,  Ghorahi-15, Ratanpur",https://nepalschoolmela.com/gurukuldang
Kantipur Academy Higher Secondary School,"Kathmandu,   Gokarneswor-6",https://nepalschoolmela.com/kantipuracademy
Imperial World School,"Kathmandu,   Hattigauda, Budhanilkantha",https://nepalschoolmela.com/imparialschool
Rose Bud school,"Kathmandu,   Biuddha Nagar10",https://nepalschoolmela.com/rosebudschool
Ullens School,"Lalitpur,   Khumaltar",https://nepalschoolmela.com/ullenusschool
Rajarsi Gurukul school,"Bhaktapur,   Sallaghari",https://nepalschoolmela.com/rajarsigurukul
Green Tara School,"Kathmandu,   Aarubari-08, Gokarneshwor",https://nepalschoolmela.com/greentara
Bhirkuti Secondary School,"Dang,   Pasang Lamu Road",https://nepalschoolmela.com/bhirkutischool
Clinton secondary School,"Kathmandu,   Chabahil",https://nepalschoolmela.com/clintonschool
Pioneer Public School,"Kathmandu,   Kapan,Budhanilkantha-12",https://nepalschoolmela.com/pioneerschool
Christian Community School,"Kathmandu,   Mulapani",https://nepalschoolmela.com/christianschool
Aakash Ganga school,"Kathmandu,   Kumarigal-7",https://nepalschoolmela.com/aakashganga
Pearls Academy,"Kathmandu,   Nayabasti, Kathmandu, Nepal",https://nepalschoolmela.com/pearlsacademy
Gokarneswor Light Academy,"Kathmandu,   Gokarneshwor-4",https://nepalschoolmela.com/gokarnesworacademy
Genious English Boarding School,"Kathmandu,   Sundarijal",https://nepalschoolmela.com/geniousschool
Aakash Deep English Secondary School,"Kathmandu,  Kathmandu,  Gokarneshwor-7,Dakshin Dhoka",https://nepalschoolmela.com/aakashdeep
Panchpokhari Model Secondary School,"Kathmandu,  Kathmandu,  Makalbari",https://nepalschoolmela.com/pancgpokhari
Everest Innovative School/ College,"Kathmandu,   Soalteemode, Kalimati",https://nepalschoolmela.com/everestinnovative
Vidhya Sanskar Secondary School,"Kathmandu,   New Baneshwor and Jorpati",https://nepalschoolmela.com/vidhyasanskar
Knowledge & Wisdom Academy Secondary School,"Kathmandu,   New Baneshwor",https://nepalschoolmela.com/knowledgeacademy
Gyanodaya Secondary School,"Kathmandu,  Kathmandu,  Purano Kalimati, Bafal",https://nepalschoolmela.com/gyanodayaschool
Api School,"Kathmandu,  Kathmandu,  Dhapasi Height",https://nepalschoolmela.com/apischool
Namaste Academy,"Rupandehi,   Butwal",https://nepalschoolmela.com/namasteacademy
Lumbini World School,"Rupandehi,   Madhawaliya, Tilottama-13",https://nepalschoolmela.com/lumbinischool
Bluebird Secondary School,"Lalitpur,   Talchhikhel",https://nepalschoolmela.com/bluebirdschool
Uniglobe Secondary School,"Kathmandu,  Kathmandu,  Kamaladi",https://nepalschoolmela.com/uniglobeschool
UNIVERSAL College,"Kathmandu,  Kathmandu,  Maitidevi",https://nepalschoolmela.com/universalcollege
Aadim National College,"Kathmandu,  Kathmandu,  Chuchchepati",https://nepalschoolmela.com/aadimcollege
ANGELS' HEART SECONDARY SCHOOL,"Kathmandu,  Kathmandu,  Tarkeshwor - 10, Manamaiju,",https://nepalschoolmela.com/angelsschool
Bhanubhakta Memorial Hss,"Kathmandu,  Kathmandu,  Bhanubhakta Memorial Marg, Panipokhari",https://nepalschoolmela.com/bhanubhaktaschool
Bridgewater International School,"Kathmandu,  Kathmandu,  Sinamangal",https://nepalschoolmela.com/bridgewaterschool
Canvas International Secondary School,"Kathmandu,  Kathmandu,  Basundhara",https://nepalschoolmela.com/convasschool
Kathmandu College of Central State,"Kathmandu,  Kathmandu,  Soalteemode, Kalimati",https://nepalschoolmela.com/kathmanducollege
Everest Florida high school,"Kathmandu,  Kathmandu,  New Baneshwor",https://nepalschoolmela.com/everestfloridaschool
Nepal Kasthamandap Secondary School,"Kathmandu,  Kathmandu,  Kalanki",https://nepalschoolmela.com/nepalkasthamandapschool
Nepal Mega School,"Kathmandu,  Kathmandu,  Anamnagar",https://nepalschoolmela.com/nepalmegaschool
Nepalaya School,"Kathmandu,  Kathmandu,  Kalanki",https://nepalschoolmela.com/nepalayaschool
Pentagon International Secondhoary School,"Kathmandu,  Kathmandu,  Raja Janak Marg",https://nepalschoolmela.com/pentagonschool
Olympia World Secondary School,"Kathmandu,  Kathmandu,  Babarmahal",https://nepalschoolmela.com/olympiaworldschool
The New Summit School,"Kathmandu,  Kathmandu,  Maitidevi -33",https://nepalschoolmela.com/newsummitschool
Nava Jeewan Secondary School,"Kathmandu,  Kathmandu,  Samakhusi Chowk",https://nepalschoolmela.com/navajiwanschool
Graded English Medium School,"Lalitpur,  Lalitpur,  Dhapakhel",https://nepalschoolmela.com/Gradedenglishmedium
